age,gender,race,educ,urban,region,income,occup1,union,religion,vote,presvote
34,male,White,CollegeDegree,suburban,south,34-67 %ile,professional,no,protestant,yes,republican
51,male,White,HighSchool,rural,north central,17-33 %ile,farmers,no,protestant,no,NA
41,male,White,SomeCollege,suburban,north central,34-67 %ile,skilled,yes,catholic,yes,democrat
51,female,White,SomeCollege,suburban,northeast,17-33 %ile,homemakers,no,protestant,yes,other
51,male,White,CollegeDegree,rural,south,68-95 %ile,professional,no,other,yes,republican
40,female,White,CollegeDegree,suburban,northeast,68-95 %ile,professional,no,other,yes,democrat
33,male,White,CollegeDegree,rural,south,34-67 %ile,professional,no,other,yes,democrat
20,male,Black,SomeCollege,suburban,south,17-33 %ile,skilled,no,protestant,yes,democrat
58,female,White,CollegeDegree,rural,south,68-95 %ile,professional,no,protestant,yes,democrat
31,female,White,HighSchool,rural,north central,34-67 %ile,skilled,yes,protestant,yes,democrat
72,male,White,HighSchool,suburban,northeast,68-95 %ile,skilled,no,catholic,yes,republican
36,male,White,HighSchool,suburban,south,0-16 %ile,skilled,no,other,yes,republican
30,female,White,CollegeDegree,rural,northeast,68-95 %ile,homemakers,no,catholic,yes,democrat
55,male,White,HighSchool,suburban,south,68-95 %ile,skilled,no,protestant,yes,republican
39,female,White,CollegeDegree,central,west,68-95 %ile,professional,no,other,yes,democrat
23,male,Black,HighSchool,central,north central,34-67 %ile,laborer,no,protestant,no,NA
33,male,White,SomeCollege,central,northeast,0-16 %ile,professional,no,catholic,yes,democrat
53,female,White,HighSchool,suburban,north central,17-33 %ile,homemakers,no,other,yes,democrat
80,female,White,SomeCollege,suburban,northeast,96-100 %ile,professional,no,jewish,yes,democrat
72,male,White,SomeCollege,suburban,north central,68-95 %ile,skilled,yes,protestant,yes,other
46,female,White,HighSchool,suburban,south,68-95 %ile,clerical,no,protestant,yes,republican
58,male,White,HighSchool,central,south,34-67 %ile,clerical,yes,protestant,yes,democrat
38,male,Black,CollegeDegree,central,west,68-95 %ile,professional,no,other,yes,democrat
43,male,White,CollegeDegree,central,west,96-100 %ile,professional,no,other,yes,democrat
35,female,White,SomeCollege,rural,west,68-95 %ile,skilled,yes,protestant,yes,other
46,male,Hispanic,CollegeDegree,central,north central,68-95 %ile,skilled,yes,catholic,yes,democrat
33,female,White,CollegeDegree,suburban,north central,34-67 %ile,professional,yes,catholic,yes,democrat
51,female,White,HighSchool,suburban,north central,34-67 %ile,clerical,yes,protestant,yes,democrat
36,male,White,SomeCollege,suburban,north central,68-95 %ile,skilled,no,protestant,yes,republican
22,female,White,SomeCollege,suburban,south,34-67 %ile,clerical,no,protestant,yes,democrat
51,male,Black,SomeCollege,central,south,68-95 %ile,professional,no,protestant,no,NA
27,female,White,SomeCollege,suburban,west,68-95 %ile,professional,no,other,yes,republican
46,female,White,HighSchool,suburban,north central,68-95 %ile,clerical,no,protestant,yes,democrat
39,male,White,HighSchool,suburban,north central,68-95 %ile,skilled,yes,protestant,no,NA
40,male,White,CollegeDegree,central,northeast,17-33 %ile,professional,yes,jewish,yes,democrat
22,male,White,SomeCollege,suburban,north central,68-95 %ile,clerical,yes,catholic,yes,democrat
26,male,Black,HighSchool,suburban,south,68-95 %ile,skilled,yes,protestant,yes,democrat
78,male,Asian,HighSchool,suburban,northeast,68-95 %ile,farmers,no,other,yes,republican
60,male,White,CollegeDegree,suburban,north central,68-95 %ile,professional,no,catholic,yes,republican
26,female,Black,SomeCollege,central,south,17-33 %ile,clerical,no,protestant,no,NA
40,female,Black,HighSchool,central,south,0-16 %ile,skilled,no,protestant,yes,democrat
31,male,White,HighSchool,central,west,17-33 %ile,skilled,no,protestant,yes,republican
78,male,White,HighSchool,rural,northeast,0-16 %ile,skilled,no,catholic,yes,democrat
38,male,White,CollegeDegree,rural,south,68-95 %ile,professional,no,other,yes,democrat
52,female,Black,SomeCollege,suburban,south,68-95 %ile,professional,no,protestant,yes,democrat
34,female,White,CollegeDegree,suburban,south,68-95 %ile,homemakers,no,protestant,yes,republican
60,male,White,CollegeDegree,central,west,96-100 %ile,professional,no,protestant,yes,democrat
65,female,White,HighSchool,central,west,34-67 %ile,clerical,no,catholic,yes,democrat
51,female,White,HighSchool,suburban,west,68-95 %ile,clerical,no,protestant,yes,democrat
37,female,White,CollegeDegree,central,northeast,34-67 %ile,professional,no,catholic,yes,democrat
30,male,White,SomeCollege,rural,south,68-95 %ile,skilled,yes,protestant,yes,republican
44,male,White,CollegeDegree,suburban,south,96-100 %ile,clerical,no,protestant,yes,republican
42,male,White,HighSchool,suburban,northeast,68-95 %ile,clerical,no,catholic,yes,other
39,male,Hispanic,CollegeDegree,central,west,34-67 %ile,professional,yes,catholic,yes,democrat
18,male,White,HighSchool,rural,north central,68-95 %ile,skilled,no,other,yes,republican
57,female,Black,HighSchool,rural,south,0-16 %ile,homemakers,no,protestant,no,NA
20,female,White,SomeCollege,central,west,0-16 %ile,clerical,no,protestant,yes,democrat
48,female,Black,CollegeDegree,suburban,south,34-67 %ile,professional,no,protestant,yes,democrat
20,female,White,HighSchool,suburban,north central,68-95 %ile,clerical,no,catholic,yes,democrat
56,female,White,HighSchool,suburban,north central,68-95 %ile,homemakers,no,catholic,yes,NA
41,male,White,HighSchool,rural,north central,34-67 %ile,farmers,no,catholic,yes,other
66,female,White,HighSchool,suburban,north central,96-100 %ile,homemakers,no,jewish,yes,democrat
47,female,Hispanic,HighSchool,suburban,northeast,0-16 %ile,skilled,yes,catholic,yes,democrat
28,male,White,SomeCollege,central,northeast,68-95 %ile,professional,no,catholic,yes,republican
24,male,White,CollegeDegree,central,north central,17-33 %ile,laborer,no,catholic,yes,democrat
53,male,White,HighSchool,central,north central,68-95 %ile,skilled,yes,catholic,yes,democrat
20,female,White,SomeCollege,rural,south,0-16 %ile,professional,no,protestant,yes,republican
42,female,White,CollegeDegree,central,west,68-95 %ile,professional,no,protestant,yes,democrat
44,male,Hispanic,CollegeDegree,central,west,68-95 %ile,professional,no,protestant,no,NA
33,female,Black,SomeCollege,central,south,17-33 %ile,clerical,no,protestant,yes,democrat
31,male,White,SomeCollege,suburban,west,0-16 %ile,skilled,no,other,yes,democrat
81,female,White,HighSchool,rural,northeast,34-67 %ile,homemakers,no,protestant,yes,NA
31,female,White,HighSchool,suburban,north central,68-95 %ile,skilled,yes,catholic,yes,republican
80,female,White,SomeCollege,suburban,west,68-95 %ile,professional,no,jewish,yes,democrat
21,female,Black,SomeCollege,suburban,northeast,34-67 %ile,homemakers,no,protestant,yes,democrat
48,male,White,SomeCollege,suburban,northeast,34-67 %ile,professional,no,jewish,yes,democrat
20,female,Black,HighSchool,central,south,68-95 %ile,skilled,no,other,yes,democrat
63,female,Black,CollegeDegree,suburban,northeast,68-95 %ile,professional,no,protestant,no,NA
37,female,Black,CollegeDegree,suburban,northeast,68-95 %ile,professional,yes,protestant,yes,democrat
39,female,Black,CollegeDegree,suburban,northeast,68-95 %ile,professional,yes,other,yes,NA
27,male,White,CollegeDegree,suburban,north central,68-95 %ile,clerical,no,protestant,yes,republican
72,female,Black,HighSchool,central,south,68-95 %ile,skilled,no,protestant,yes,NA
52,female,Black,HighSchool,central,south,34-67 %ile,skilled,no,protestant,yes,NA
52,male,White,HighSchool,suburban,northeast,68-95 %ile,skilled,yes,protestant,yes,republican
52,female,White,GradeSchool,central,south,17-33 %ile,clerical,no,protestant,no,NA
31,female,White,SomeCollege,suburban,west,34-67 %ile,professional,no,jewish,yes,democrat
68,female,White,HighSchool,central,south,34-67 %ile,homemakers,no,protestant,no,NA
77,male,White,HighSchool,suburban,north central,17-33 %ile,professional,no,protestant,no,NA
33,female,White,CollegeDegree,suburban,northeast,0-16 %ile,clerical,no,catholic,yes,other
37,female,White,HighSchool,suburban,south,17-33 %ile,clerical,no,catholic,yes,republican
52,male,White,CollegeDegree,rural,northeast,68-95 %ile,skilled,no,other,yes,democrat
32,female,White,SomeCollege,rural,northeast,68-95 %ile,homemakers,no,catholic,yes,democrat
26,female,White,SomeCollege,rural,north central,34-67 %ile,skilled,no,protestant,yes,other
44,female,White,HighSchool,rural,south,17-33 %ile,skilled,no,other,no,NA
26,female,White,SomeCollege,central,west,96-100 %ile,professional,no,protestant,yes,republican
30,female,Hispanic,SomeCollege,suburban,north central,34-67 %ile,clerical,no,protestant,yes,republican
78,female,White,HighSchool,central,west,17-33 %ile,clerical,no,protestant,yes,republican
26,male,White,GradeSchool,central,south,0-16 %ile,skilled,no,protestant,no,NA
44,male,White,HighSchool,central,north central,68-95 %ile,professional,no,other,yes,other
43,female,NativeAmerican,HighSchool,rural,south,17-33 %ile,skilled,no,protestant,yes,democrat
33,female,White,CollegeDegree,rural,north central,96-100 %ile,skilled,no,protestant,yes,republican
66,male,Black,GradeSchool,central,south,17-33 %ile,skilled,no,protestant,yes,democrat
21,female,Black,SomeCollege,central,south,17-33 %ile,skilled,no,protestant,yes,democrat
30,female,White,SomeCollege,central,west,68-95 %ile,professional,yes,protestant,yes,democrat
23,male,White,CollegeDegree,suburban,west,68-95 %ile,professional,no,protestant,yes,republican
22,male,Hispanic,SomeCollege,suburban,west,34-67 %ile,skilled,yes,catholic,no,NA
64,male,White,HighSchool,suburban,west,34-67 %ile,professional,no,other,yes,democrat
71,female,White,HighSchool,central,west,34-67 %ile,homemakers,no,catholic,yes,democrat
65,male,White,HighSchool,rural,north central,0-16 %ile,farmers,no,other,yes,democrat
53,male,White,CollegeDegree,suburban,northeast,68-95 %ile,clerical,no,other,yes,republican
69,female,Hispanic,HighSchool,suburban,northeast,17-33 %ile,skilled,no,catholic,yes,democrat
30,female,White,CollegeDegree,suburban,northeast,68-95 %ile,professional,no,protestant,yes,democrat
56,female,Hispanic,SomeCollege,central,northeast,68-95 %ile,skilled,yes,catholic,yes,democrat
37,male,White,SomeCollege,suburban,northeast,34-67 %ile,professional,no,protestant,yes,republican
80,male,Black,GradeSchool,suburban,northeast,17-33 %ile,farmers,no,protestant,yes,democrat
34,female,White,SomeCollege,rural,northeast,68-95 %ile,clerical,yes,catholic,yes,republican
24,male,Hispanic,HighSchool,central,northeast,68-95 %ile,professional,no,catholic,no,NA
59,male,Black,CollegeDegree,suburban,northeast,96-100 %ile,professional,no,protestant,yes,democrat
58,female,White,CollegeDegree,suburban,west,68-95 %ile,professional,no,protestant,yes,republican
44,male,White,CollegeDegree,suburban,west,68-95 %ile,professional,no,other,yes,NA
53,female,White,HighSchool,rural,northeast,34-67 %ile,homemakers,no,catholic,yes,democrat
33,male,Asian,CollegeDegree,central,northeast,34-67 %ile,homemakers,yes,protestant,yes,democrat
55,female,White,SomeCollege,rural,south,68-95 %ile,homemakers,yes,protestant,yes,democrat
42,male,White,SomeCollege,suburban,west,96-100 %ile,skilled,no,protestant,yes,other
26,female,White,CollegeDegree,suburban,west,68-95 %ile,professional,no,protestant,yes,republican
26,male,Hispanic,CollegeDegree,suburban,south,17-33 %ile,farmers,no,other,no,NA
28,male,White,CollegeDegree,central,west,68-95 %ile,professional,no,protestant,yes,democrat
71,female,White,CollegeDegree,suburban,west,34-67 %ile,clerical,no,catholic,yes,democrat
29,male,White,HighSchool,suburban,west,34-67 %ile,skilled,no,protestant,yes,other
58,male,White,SomeCollege,suburban,north central,68-95 %ile,laborer,no,protestant,yes,republican
42,male,White,HighSchool,rural,northeast,68-95 %ile,professional,no,catholic,yes,democrat
31,female,White,CollegeDegree,suburban,west,68-95 %ile,professional,yes,jewish,yes,democrat
50,female,White,SomeCollege,suburban,west,96-100 %ile,professional,no,other,yes,democrat
25,male,White,CollegeDegree,central,northeast,17-33 %ile,professional,no,other,yes,democrat
30,male,White,HighSchool,rural,south,17-33 %ile,clerical,yes,protestant,no,NA
57,female,Black,HighSchool,central,south,17-33 %ile,homemakers,yes,protestant,yes,democrat
42,female,White,HighSchool,suburban,northeast,68-95 %ile,homemakers,no,catholic,yes,republican
37,male,White,CollegeDegree,central,south,17-33 %ile,professional,no,jewish,yes,republican
34,female,White,HighSchool,rural,south,17-33 %ile,skilled,no,catholic,yes,democrat
33,female,White,SomeCollege,suburban,south,34-67 %ile,skilled,no,protestant,yes,republican
45,female,White,CollegeDegree,suburban,west,68-95 %ile,clerical,no,protestant,yes,republican
86,female,White,CollegeDegree,suburban,west,68-95 %ile,professional,no,catholic,no,NA
18,female,White,HighSchool,suburban,west,34-67 %ile,clerical,no,catholic,yes,democrat
40,female,White,SomeCollege,rural,north central,34-67 %ile,clerical,yes,catholic,yes,other
48,male,Hispanic,SomeCollege,central,west,17-33 %ile,clerical,no,catholic,yes,democrat
25,female,White,HighSchool,suburban,west,34-67 %ile,professional,no,protestant,yes,democrat
41,male,White,HighSchool,suburban,north central,34-67 %ile,laborer,yes,protestant,yes,democrat
78,female,White,CollegeDegree,suburban,north central,34-67 %ile,clerical,no,protestant,yes,democrat
31,male,White,HighSchool,suburban,north central,17-33 %ile,clerical,yes,protestant,yes,republican
79,female,Black,HighSchool,rural,south,0-16 %ile,homemakers,no,protestant,yes,democrat
65,female,White,CollegeDegree,suburban,south,34-67 %ile,clerical,no,protestant,yes,republican
72,female,White,HighSchool,rural,south,0-16 %ile,homemakers,no,protestant,yes,democrat
68,female,Black,CollegeDegree,central,south,17-33 %ile,professional,no,protestant,yes,republican
59,female,Black,CollegeDegree,central,south,34-67 %ile,professional,no,protestant,yes,democrat
63,male,White,SomeCollege,rural,north central,34-67 %ile,skilled,no,protestant,yes,democrat
45,male,White,HighSchool,rural,north central,68-95 %ile,skilled,yes,protestant,yes,republican
27,male,White,CollegeDegree,central,south,34-67 %ile,professional,no,catholic,yes,democrat
32,female,Black,HighSchool,rural,south,0-16 %ile,homemakers,no,protestant,yes,democrat
39,female,White,HighSchool,rural,north central,68-95 %ile,clerical,no,protestant,yes,republican
70,female,White,SomeCollege,rural,north central,17-33 %ile,clerical,yes,protestant,yes,republican
38,male,Black,HighSchool,rural,south,34-67 %ile,skilled,no,protestant,yes,democrat
81,female,White,HighSchool,central,north central,17-33 %ile,homemakers,no,protestant,yes,republican
58,male,Black,HighSchool,suburban,northeast,68-95 %ile,skilled,yes,other,no,NA
69,male,White,HighSchool,central,north central,0-16 %ile,skilled,no,catholic,yes,NA
60,male,White,HighSchool,suburban,northeast,68-95 %ile,professional,no,catholic,yes,democrat
37,male,White,SomeCollege,suburban,north central,68-95 %ile,skilled,yes,catholic,yes,other
67,female,White,HighSchool,suburban,north central,17-33 %ile,homemakers,no,protestant,no,NA
32,female,White,SomeCollege,suburban,north central,68-95 %ile,professional,no,catholic,yes,other
40,female,White,CollegeDegree,suburban,north central,68-95 %ile,clerical,no,protestant,yes,other
63,male,White,HighSchool,rural,north central,68-95 %ile,farmers,no,protestant,yes,other
54,male,White,HighSchool,suburban,north central,17-33 %ile,laborer,no,other,no,NA
36,female,Black,HighSchool,central,north central,34-67 %ile,clerical,no,catholic,yes,democrat
35,male,White,HighSchool,central,north central,34-67 %ile,skilled,yes,catholic,yes,democrat
64,male,White,SomeCollege,suburban,south,17-33 %ile,laborer,no,protestant,yes,NA
83,male,Black,GradeSchool,central,south,0-16 %ile,skilled,no,protestant,yes,democrat
60,male,NativeAmerican,SomeCollege,suburban,south,34-67 %ile,professional,no,protestant,yes,democrat
83,female,White,HighSchool,rural,north central,0-16 %ile,professional,no,protestant,yes,republican
37,female,White,SomeCollege,rural,north central,34-67 %ile,skilled,yes,protestant,yes,republican
66,female,White,HighSchool,rural,west,34-67 %ile,professional,no,catholic,yes,democrat
70,male,Black,GradeSchool,rural,south,0-16 %ile,skilled,no,protestant,yes,democrat
33,female,White,HighSchool,central,northeast,34-67 %ile,clerical,yes,jewish,yes,democrat
84,male,White,HighSchool,suburban,north central,34-67 %ile,clerical,no,protestant,no,NA
68,female,White,HighSchool,central,west,34-67 %ile,professional,no,protestant,yes,democrat
43,male,White,CollegeDegree,suburban,west,68-95 %ile,skilled,no,catholic,yes,republican
62,male,White,CollegeDegree,rural,west,34-67 %ile,clerical,no,catholic,yes,other
28,female,White,CollegeDegree,rural,west,68-95 %ile,professional,yes,other,yes,democrat
28,female,White,SomeCollege,suburban,west,68-95 %ile,professional,yes,other,yes,other
40,male,White,CollegeDegree,rural,north central,68-95 %ile,professional,no,protestant,yes,democrat
29,female,White,CollegeDegree,rural,north central,34-67 %ile,professional,no,catholic,yes,other
29,male,White,HighSchool,rural,north central,17-33 %ile,clerical,yes,protestant,yes,other
39,female,White,SomeCollege,rural,north central,34-67 %ile,clerical,no,protestant,yes,democrat
29,male,White,SomeCollege,suburban,south,34-67 %ile,clerical,no,protestant,yes,democrat
40,female,White,CollegeDegree,central,south,17-33 %ile,professional,no,other,yes,democrat
46,male,White,CollegeDegree,central,south,68-95 %ile,professional,no,protestant,yes,other
50,male,White,HighSchool,rural,north central,34-67 %ile,farmers,no,protestant,yes,republican
66,male,White,CollegeDegree,rural,north central,68-95 %ile,farmers,no,protestant,yes,other
61,female,White,HighSchool,rural,northeast,0-16 %ile,skilled,no,catholic,yes,other
72,female,White,SomeCollege,rural,south,34-67 %ile,clerical,no,protestant,yes,NA
39,female,Black,HighSchool,rural,south,17-33 %ile,clerical,no,protestant,no,NA
68,male,Black,CollegeDegree,central,south,68-95 %ile,clerical,no,protestant,yes,democrat
86,female,White,HighSchool,rural,north central,0-16 %ile,homemakers,no,protestant,yes,democrat
72,male,White,HighSchool,suburban,northeast,17-33 %ile,skilled,no,protestant,no,NA
56,female,White,HighSchool,suburban,northeast,96-100 %ile,clerical,yes,catholic,yes,democrat
23,female,Black,HighSchool,rural,south,0-16 %ile,clerical,no,other,no,NA
29,male,White,CollegeDegree,central,south,17-33 %ile,skilled,no,other,yes,democrat
76,male,White,SomeCollege,rural,north central,17-33 %ile,skilled,no,protestant,yes,republican
70,female,White,HighSchool,suburban,north central,17-33 %ile,homemakers,no,protestant,yes,republican
76,female,White,HighSchool,suburban,north central,68-95 %ile,clerical,no,other,yes,democrat
77,female,White,HighSchool,suburban,south,34-67 %ile,homemakers,no,protestant,yes,democrat
28,female,White,SomeCollege,suburban,north central,17-33 %ile,homemakers,no,protestant,yes,republican
82,male,White,SomeCollege,rural,north central,17-33 %ile,professional,no,catholic,yes,other
26,male,White,SomeCollege,suburban,west,0-16 %ile,professional,no,protestant,yes,other
25,male,White,CollegeDegree,suburban,northeast,34-67 %ile,professional,no,protestant,yes,republican
64,female,White,HighSchool,suburban,west,68-95 %ile,skilled,no,other,no,NA
46,female,White,CollegeDegree,suburban,west,34-67 %ile,clerical,yes,protestant,yes,democrat
72,female,White,GradeSchool,suburban,west,17-33 %ile,skilled,no,catholic,no,NA
30,male,White,SomeCollege,suburban,south,68-95 %ile,professional,no,catholic,yes,other
77,female,White,SomeCollege,central,north central,34-67 %ile,skilled,no,protestant,yes,other
83,female,White,SomeCollege,central,north central,17-33 %ile,clerical,no,protestant,yes,republican
81,female,White,HighSchool,suburban,north central,0-16 %ile,homemakers,no,catholic,yes,democrat
33,male,White,SomeCollege,suburban,north central,68-95 %ile,professional,no,catholic,no,NA
82,male,White,SomeCollege,rural,west,68-95 %ile,professional,no,other,yes,democrat
81,female,White,HighSchool,rural,west,0-16 %ile,skilled,no,protestant,yes,democrat
35,female,White,HighSchool,rural,north central,68-95 %ile,clerical,no,catholic,yes,republican
67,female,White,GradeSchool,rural,north central,17-33 %ile,homemakers,no,protestant,yes,other
72,female,White,HighSchool,suburban,north central,34-67 %ile,homemakers,yes,protestant,yes,democrat
42,female,White,CollegeDegree,suburban,north central,68-95 %ile,homemakers,yes,protestant,yes,republican
46,female,White,CollegeDegree,suburban,north central,96-100 %ile,homemakers,no,protestant,yes,republican
61,male,White,HighSchool,suburban,north central,34-67 %ile,skilled,no,protestant,yes,democrat
48,female,White,CollegeDegree,central,west,68-95 %ile,clerical,no,other,yes,democrat
49,female,White,HighSchool,rural,north central,34-67 %ile,clerical,no,protestant,yes,other
26,female,White,HighSchool,suburban,north central,34-67 %ile,skilled,no,catholic,yes,democrat
50,female,White,HighSchool,suburban,south,68-95 %ile,homemakers,no,protestant,yes,democrat
58,female,White,HighSchool,rural,south,34-67 %ile,skilled,no,protestant,yes,republican
82,male,White,GradeSchool,suburban,south,34-67 %ile,clerical,no,protestant,yes,democrat
68,female,White,SomeCollege,central,south,68-95 %ile,clerical,no,protestant,yes,democrat
85,female,Black,GradeSchool,rural,south,68-95 %ile,farmers,no,protestant,no,NA
51,female,White,HighSchool,rural,south,0-16 %ile,skilled,no,protestant,no,NA
77,male,White,CollegeDegree,rural,west,34-67 %ile,professional,no,jewish,yes,republican
76,female,White,HighSchool,rural,north central,0-16 %ile,homemakers,no,catholic,yes,democrat
29,female,White,HighSchool,rural,west,34-67 %ile,homemakers,yes,other,yes,republican
67,male,White,HighSchool,rural,west,34-67 %ile,skilled,no,protestant,yes,other
40,male,White,SomeCollege,rural,north central,68-95 %ile,skilled,no,protestant,yes,republican
21,male,White,HighSchool,suburban,west,34-67 %ile,skilled,no,protestant,yes,democrat
26,male,White,SomeCollege,rural,south,17-33 %ile,skilled,no,other,no,NA
35,male,White,SomeCollege,suburban,south,34-67 %ile,skilled,no,protestant,yes,republican
36,female,White,HighSchool,rural,north central,17-33 %ile,professional,no,protestant,yes,democrat
50,female,White,HighSchool,rural,south,68-95 %ile,homemakers,yes,protestant,yes,democrat
57,male,White,SomeCollege,rural,north central,68-95 %ile,skilled,yes,protestant,yes,democrat
33,female,White,HighSchool,rural,northeast,68-95 %ile,clerical,no,protestant,yes,republican
25,female,White,SomeCollege,rural,north central,0-16 %ile,clerical,yes,protestant,yes,other
40,male,White,CollegeDegree,central,northeast,68-95 %ile,clerical,no,catholic,yes,democrat
24,male,White,HighSchool,central,northeast,68-95 %ile,professional,no,catholic,yes,democrat
35,female,White,SomeCollege,suburban,south,0-16 %ile,skilled,no,catholic,no,NA
75,male,White,SomeCollege,central,north central,34-67 %ile,clerical,no,protestant,yes,republican
74,female,White,SomeCollege,central,west,17-33 %ile,skilled,no,protestant,yes,other
19,male,NativeAmerican,HighSchool,rural,northeast,34-67 %ile,skilled,no,other,no,NA
66,female,White,GradeSchool,central,north central,17-33 %ile,clerical,no,catholic,yes,democrat
29,female,White,SomeCollege,suburban,northeast,68-95 %ile,professional,no,protestant,yes,other
24,female,White,HighSchool,rural,northeast,0-16 %ile,skilled,no,other,yes,republican
30,male,White,CollegeDegree,rural,north central,17-33 %ile,professional,no,other,yes,other
30,male,White,CollegeDegree,suburban,south,34-67 %ile,homemakers,no,protestant,yes,republican
54,female,White,SomeCollege,suburban,south,34-67 %ile,homemakers,yes,protestant,yes,republican
50,female,White,HighSchool,suburban,northeast,17-33 %ile,skilled,no,protestant,yes,republican
46,female,White,CollegeDegree,rural,north central,34-67 %ile,professional,no,protestant,yes,republican
57,female,Black,CollegeDegree,central,northeast,68-95 %ile,professional,yes,protestant,yes,democrat
87,female,Black,HighSchool,suburban,north central,0-16 %ile,skilled,no,protestant,yes,democrat
60,female,White,HighSchool,suburban,west,68-95 %ile,laborer,yes,catholic,yes,other
49,male,White,HighSchool,rural,north central,34-67 %ile,skilled,no,protestant,yes,republican
64,male,White,CollegeDegree,rural,northeast,96-100 %ile,professional,no,protestant,yes,other
66,female,White,CollegeDegree,rural,northeast,68-95 %ile,professional,no,protestant,yes,other
23,male,White,HighSchool,rural,northeast,17-33 %ile,laborer,no,protestant,no,NA
26,female,White,SomeCollege,rural,south,0-16 %ile,skilled,no,protestant,yes,democrat
27,male,White,HighSchool,rural,south,68-95 %ile,skilled,no,protestant,yes,republican
32,male,White,SomeCollege,suburban,south,34-67 %ile,clerical,no,protestant,yes,republican
33,female,Black,HighSchool,rural,south,0-16 %ile,homemakers,no,protestant,no,NA
33,male,White,SomeCollege,rural,northeast,34-67 %ile,clerical,no,other,yes,other
39,female,White,SomeCollege,rural,south,68-95 %ile,homemakers,no,protestant,yes,democrat
27,male,White,HighSchool,rural,south,34-67 %ile,professional,no,protestant,yes,republican
43,female,White,HighSchool,suburban,south,34-67 %ile,professional,no,protestant,yes,democrat
55,male,White,HighSchool,rural,south,68-95 %ile,skilled,no,protestant,yes,republican
32,male,White,SomeCollege,rural,north central,68-95 %ile,farmers,no,protestant,yes,republican
81,female,White,SomeCollege,rural,north central,34-67 %ile,farmers,no,protestant,yes,other
47,male,White,CollegeDegree,suburban,north central,68-95 %ile,professional,no,catholic,yes,republican
64,male,White,HighSchool,suburban,northeast,17-33 %ile,professional,no,catholic,yes,republican
50,male,White,SomeCollege,suburban,north central,34-67 %ile,professional,no,protestant,yes,republican
37,male,White,CollegeDegree,rural,south,17-33 %ile,skilled,no,other,yes,democrat
54,female,Black,HighSchool,rural,south,17-33 %ile,skilled,no,protestant,yes,democrat
79,female,White,HighSchool,rural,south,0-16 %ile,skilled,no,protestant,no,NA
55,female,Black,HighSchool,suburban,south,17-33 %ile,skilled,no,protestant,yes,other
40,male,White,HighSchool,rural,north central,34-67 %ile,skilled,no,other,yes,other
30,female,White,CollegeDegree,suburban,northeast,34-67 %ile,clerical,no,protestant,yes,republican
53,female,Black,HighSchool,central,south,34-67 %ile,skilled,no,protestant,yes,democrat
23,female,Black,HighSchool,suburban,west,0-16 %ile,clerical,no,protestant,no,NA
50,female,NativeAmerican,GradeSchool,rural,south,0-16 %ile,homemakers,no,protestant,no,NA
35,male,NativeAmerican,SomeCollege,rural,west,68-95 %ile,professional,yes,other,yes,republican
67,female,NativeAmerican,GradeSchool,rural,west,34-67 %ile,homemakers,yes,protestant,yes,democrat
26,male,White,HighSchool,rural,northeast,17-33 %ile,skilled,no,other,no,NA
33,male,White,SomeCollege,rural,north central,68-95 %ile,farmers,no,other,yes,republican
62,female,Black,HighSchool,rural,south,0-16 %ile,skilled,no,protestant,no,NA
35,female,Black,SomeCollege,rural,south,17-33 %ile,skilled,yes,protestant,yes,democrat
73,male,White,HighSchool,rural,west,17-33 %ile,skilled,no,protestant,yes,democrat
48,female,Asian,CollegeDegree,suburban,north central,96-100 %ile,homemakers,no,protestant,yes,NA
74,male,White,HighSchool,rural,north central,17-33 %ile,laborer,no,protestant,yes,other
60,female,White,HighSchool,suburban,south,17-33 %ile,skilled,no,protestant,no,NA
36,male,Black,SomeCollege,central,south,34-67 %ile,skilled,yes,protestant,yes,democrat
60,female,White,SomeCollege,suburban,northeast,68-95 %ile,skilled,no,catholic,yes,democrat
25,female,White,CollegeDegree,central,northeast,34-67 %ile,professional,no,catholic,yes,democrat
32,male,NativeAmerican,HighSchool,rural,south,68-95 %ile,skilled,no,catholic,yes,republican
36,male,White,HighSchool,suburban,northeast,34-67 %ile,skilled,no,protestant,yes,democrat
40,male,White,CollegeDegree,suburban,west,68-95 %ile,professional,no,protestant,yes,republican
69,female,White,HighSchool,central,north central,0-16 %ile,skilled,no,other,yes,democrat
24,male,White,HighSchool,suburban,north central,17-33 %ile,skilled,no,protestant,no,NA
70,female,White,HighSchool,rural,northeast,17-33 %ile,clerical,no,other,yes,democrat
40,female,White,CollegeDegree,central,northeast,68-95 %ile,clerical,yes,jewish,yes,democrat
58,female,White,GradeSchool,rural,south,17-33 %ile,skilled,no,protestant,no,NA
63,female,Hispanic,GradeSchool,central,south,34-67 %ile,homemakers,no,protestant,yes,republican
66,female,White,CollegeDegree,suburban,west,17-33 %ile,clerical,no,other,yes,republican
45,male,White,HighSchool,rural,south,68-95 %ile,skilled,no,jewish,yes,democrat
63,female,White,SomeCollege,suburban,northeast,68-95 %ile,clerical,no,catholic,yes,democrat
55,female,White,HighSchool,central,northeast,68-95 %ile,laborer,no,catholic,yes,republican
28,female,White,SomeCollege,suburban,northeast,34-67 %ile,clerical,no,catholic,yes,democrat
42,female,Black,HighSchool,rural,south,34-67 %ile,clerical,no,protestant,yes,NA
30,male,White,SomeCollege,central,west,0-16 %ile,skilled,no,catholic,yes,other
